City,Cuisines, Average Rating City-Cuisine Pair , Total Votes for a City-Cuisine Pair ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,South Indian, 3.50 , 232.00 ,,
New Delhi,"Chinese, Italian, North Indian", -   , 2.00 ,,
New Delhi,"Chinese, Italian, North Indian", -   , 2.00 ,,
New Delhi,"Chinese, Italian, North Indian", -   , 2.00 ,,
Gurgaon,"Chinese, Thai, Sushi", -   , 3.00 ,,
New Delhi,"Modern Indian, North Indian", -   , 1.00 ,,
Chandigarh,"North Indian, Chinese, Continental, Italian, Burger", -   , -   ,,
Doha,Indian, -   , -   ,,
Doha,Indian, -   , -   ,,
Doha,Indian, -   , -   ,,
New Delhi,"Healthy Food, Continental", -   , -   ,,
New Delhi,"Healthy Food, Continental", -   , -   ,,
New Delhi,"American, Mexican, Finger Food", 2.90 , 29.00 ,,
Patna,"North Indian, Chinese, Finger Food", 3.30 , 53.00 ,,
Brasí_lia,Italian, 2.50 , 41.00 ,,
Brasí_lia,Italian, 2.50 , 41.00 ,,
Colombo,"Desserts, Ice Cream", 3.50 , 28.00 ,,
Doha,"Indian, Street Food", 3.90 , 173.00 ,,
Tampa Bay,"Cuban, Spanish", 3.70 , 131.00 ,,
Bangalore,Asian, 3.90 , 123.00 ,,
New Delhi,American, 3.90 , 274.00 ,,
New Delhi,American, 3.90 , 274.00 ,,
New Delhi,American, 3.90 , 274.00 ,,
Savannah,American, 3.30 , 26.00 ,,
New Delhi,"Desserts, Middle Eastern, Turkish", 3.40 , 17.00 ,,
Gurgaon,"Bakery, Fast Food, Chinese", 3.30 , 34.00 ,,
Des Moines,"American, Italian", 3.30 , 12.00 ,,
Gurgaon,"Afghani, North Indian", 3.60 , 34.00 ,,
New Delhi,"North Indian, Mughlai, Chinese, Italian", 3.60 , 46.00 ,,
New Delhi,"North Indian, Mughlai, Chinese, Italian", 3.60 , 46.00 ,,
Mumbai,Pizza, 4.00 , 96.00 ,,
New Delhi,"North Indian, South Indian, Chinese, Mughlai", 3.20 , 70.00 ,,
Gurgaon,"Asian, Thai, Chinese", 3.40 , 560.00 ,,
Gurgaon,"Chinese, Fast Food, North Indian", 3.00 , 4.00 ,,
Gurgaon,"American, Mexican", 3.30 , 421.00 ,,
Agra,Mughlai, 3.10 , 68.00 ,,
Abu Dhabi,"Turkish, Arabian, Middle Eastern", 3.60 , 85.00 ,,
Savannah,"American, Seafood, Steak", 3.70 , 343.00 ,,
Vadodara,"North Indian, Continental, Italian, Asian", 3.80 , 120.00 ,,
New Delhi,"Ice Cream, Bakery", -   , 3.00 ,,
Birmingham,"British, Cafe", -   , 2.00 ,,
Valdosta,"Seafood, Southern", -   , 2.00 ,,
Dehradun,"Chinese, Thai, Tibetan", -   , -   ,,
Allahabad,"North Indian, Street Food, Fast Food", 2.30 , 55.00 ,,
New Delhi,"South Indian, Chinese, North Indian", 2.90 , 7.00 ,,
Des Moines,"American, Pizza, Bar Food", 2.90 , 11.00 ,,
Macon,"Pizza, Sandwich", 3.30 , 60.00 ,,
Dalton,Italian, 3.70 , 137.00 ,,
New Delhi,"North Indian, Tibetan", 3.50 , 193.00 ,,
Jaipur,"North Indian, Chinese, Continental, Rajasthani", 2.40 , 92.00 ,,
Johannesburg,"European, Pizza", 2.90 , 120.00 ,,
Ranchi,"North Indian, Continental", 3.40 , 137.00 ,,
New Delhi,"Japanese, Chinese, Asian, Thai", 3.60 , 158.00 ,,
Sharjah,"Fast Food, American", 2.70 , 9.00 ,,
Coimbatore,"South Indian, Chettinad, North Indian", 2.60 , 38.00 ,,
Savannah,"American, Seafood, Southern", 3.20 , 59.00 ,,
New Delhi,"Cafe, North Indian, Continental, Chinese", 2.80 , 4.00 ,,
New Delhi,"Cafe, North Indian, Continental, Chinese", 2.80 , 4.00 ,,
New Delhi,"Chinese, Thai, Japanese", 3.10 , 14.00 ,,
New Delhi,"Chinese, Thai, Japanese", 3.10 , 14.00 ,,
Noida,"North Indian, Chinese, Fast Food, Street Food", 3.30 , 85.00 ,,
Rest of Hawaii,"Asian, European, Seafood", 2.90 , 10.00 ,,
Sioux City,"Japanese, Steak, Sushi", 2.70 , 8.00 ,,
New Delhi,"Cafe, Chinese, Fast Food", 2.90 , 16.00 ,,
New Delhi,"Cafe, Continental, Italian, North Indian", 3.20 , 17.00 ,,
New Delhi,"Cafe, Continental, Italian, North Indian", 3.20 , 17.00 ,,
Gurgaon,"Modern Indian, North Indian", 3.40 , 34.00 ,,
Kolkata,"Chinese, North Indian", 2.80 , 31.00 ,,
New Delhi,"Afghani, North Indian, Pakistani, Arabian", 3.20 , 17.00 ,,
Amritsar,North Indian, 2.80 , 5.00 ,,
Amritsar,North Indian, 2.80 , 5.00 ,,
Amritsar,North Indian, 2.80 , 5.00 ,,
Amritsar,North Indian, 2.80 , 5.00 ,,
Amritsar,North Indian, 2.80 , 5.00 ,,
Amritsar,North Indian, 2.80 , 5.00 ,,
Amritsar,North Indian, 2.80 , 5.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
Gainesville,"Sandwich, Seafood, Cajun", -   , 1.00 ,,
Gurgaon,"Bakery, Street Food", -   , 2.00 ,,
Gurgaon,"North Indian, Chinese, Fast Food, Desserts", -   , 3.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,Mithai, 3.70 , 137.00 ,,
New Delhi,"North Indian, South Indian, Street Food, Mithai", 3.70 , 19.00 ,,
Gurgaon,"Continental, European, Asian, North Indian, Chinese, Italian", 3.60 , 43.00 ,,
New Delhi,"North Indian, South Indian, Street Food, Fast Food, Mithai", 3.90 ," 1,487.00 ",,
New Delhi,"Asian, Sushi", 3.90 , 752.00 ,,
Tampa Bay,"International, Italian, Southern", 3.60 , 437.00 ,,
Sioux City,Chinese, 3.60 , 297.00 ,,
New Delhi,"Malaysian, Indonesian", 3.80 , 76.00 ,,
New Delhi,"North Indian, Chinese, Continental, Fast Food", 3.50 , 21.00 ,,
New Delhi,"North Indian, Chinese, Continental, Fast Food", 3.50 , 21.00 ,,
Gurgaon,"Mithai, Street Food, North Indian", -   , 1.00 ,,
New Delhi,"North Indian, Street Food, Mithai", -   , -   ,,
New Delhi,"North Indian, Street Food, Mithai", -   , -   ,,
Lucknow,"Cafe, Chinese, Thai, North Indian, Continental", -   , -   ,,
Noida,"North Indian, Continental", -   , 1.00 ,,
Cape Town,"Japanese, Asian, Seafood, Sushi", -   , 2.00 ,,
Mandaluyong City,"Seafood, Asian, Filipino, Indian", -   , -   ,,
Noida,"Finger Food, North Indian, Chinese", -   , 3.00 ,,
New Delhi,"Healthy Food, Juices, Salad", -   , 3.00 ,,
Jakarta,"Japanese, Sushi, Ramen", -   , -   ,,
Noida,"Mithai, Street Food", -   , -   ,,
Noida,"Mithai, Street Food", -   , -   ,,
Noida,"Mithai, Street Food", -   , -   ,,
Noida,"Mithai, Street Food", -   , -   ,,
Noida,"Mithai, Street Food", -   , -   ,,
New Delhi,"North Indian, Chinese, Continental, Fast Food", 3.50 , 21.00 ,,
New Delhi,"North Indian, Chinese, Continental, Fast Food", 3.50 , 21.00 ,,
Faridabad,"Raw Meats, Fast Food, North Indian", 4.50 , 545.00 ,,
Cedar Rapids/Iowa City,"American, Breakfast", 3.60 , 18.00 ,,
Gurgaon,"Continental, Italian", 3.90 , 36.00 ,,
Gurgaon,"Continental, Italian", 3.90 , 36.00 ,,
New Delhi,"Hyderabadi, Biryani", 3.60 , 27.00 ,,
Dalton,Fast Food, 3.60 , 31.00 ,,
Agra,"North Indian, Mughlai", 3.70 , 54.00 ,,
Agra,"North Indian, Mughlai", 3.70 , 54.00 ,,
Agra,"North Indian, Mughlai", 3.70 , 54.00 ,,
Agra,"North Indian, Mughlai", 3.70 , 54.00 ,,
Agra,"North Indian, Mughlai", 3.70 , 54.00 ,,
Gurgaon,"Chinese, North Indian, South Indian", 3.10 , 7.00 ,,
Faridabad,"Mithai, Street Food", 3.00 , 4.00 ,,
Faridabad,"Mithai, Street Food", 3.00 , 4.00 ,,
Faridabad,"Mithai, Street Food", 3.00 , 4.00 ,,
Faridabad,"Mithai, Street Food", 3.00 , 4.00 ,,
Faridabad,"Mithai, Street Food", 3.00 , 4.00 ,,
Tampa Bay,International, 3.40 , 404.00 ,,
Dubuque,Seafood, 3.20 , 35.00 ,,
Bangalore,"Bakery, Desserts, Cafe", 2.70 , 135.00 ,,
Sandton,"Contemporary, Italian", 2.90 , 16.00 ,,
Gurgaon,"Cafe, Italian, Bakery", 3.40 , 18.00 ,,
Noida,"North Indian, Fast Food, Chinese", 3.30 , 27.00 ,,
Noida,"North Indian, Fast Food, Chinese", 3.30 , 27.00 ,,
Noida,"North Indian, Fast Food, Chinese", 3.30 , 27.00 ,,
Indore,"Italian, Continental", 2.70 , 14.00 ,,
New Delhi,"Cafe, Bakery", 2.50 , 59.00 ,,
New Delhi,"Cafe, Bakery", 2.50 , 59.00 ,,
New Delhi,"Cafe, Bakery", 2.50 , 59.00 ,,
New Delhi,"Cafe, Bakery", 2.50 , 59.00 ,,
New Delhi,"Cafe, Bakery", 2.50 , 59.00 ,,
New Delhi,"Cafe, Bakery", 2.50 , 59.00 ,,
New Delhi,"Cafe, Bakery", 2.50 , 59.00 ,,
New Delhi,"Cafe, Bakery", 2.50 , 59.00 ,,
New Delhi,"Fast Food, Continental, Italian, Bakery", 3.60 , 46.00 ,,
New Delhi,"South Indian, North Indian, Chinese", 3.80 , 112.00 ,,
New Delhi,"South Indian, North Indian, Chinese", 3.80 , 112.00 ,,
New Delhi,"South Indian, North Indian, Chinese", 3.80 , 112.00 ,,
New Delhi,"South Indian, North Indian, Chinese", 3.80 , 112.00 ,,
New Delhi,"South Indian, North Indian, Chinese", 3.80 , 112.00 ,,
New Delhi,"South Indian, North Indian, Chinese", 3.80 , 112.00 ,,
New Delhi,"South Indian, North Indian, Chinese", 3.80 , 112.00 ,,
Gurgaon,"Raw Meats, Fast Food", -   , 2.00 ,,
Gurgaon,"Raw Meats, Fast Food", -   , 2.00 ,,
Gurgaon,"Raw Meats, Fast Food", -   , 2.00 ,,
New Delhi,"Finger Food, European", -   , 1.00 ,,
New Delhi,"Bakery, Pizza", -   , -   ,,
New Delhi,"North Indian, Fast Food, Chinese, Mithai", -   , 2.00 ,,
Noida,"North Indian, Chinese, Continental, Mughlai", -   , 2.00 ,,
Noida,"Bakery, Fast Food", -   , -   ,,
Noida,"Bakery, Fast Food", -   , -   ,,
Noida,"Bakery, Fast Food", -   , -   ,,
Noida,"Bakery, Fast Food", -   , -   ,,
Noida,"Bakery, Fast Food", -   , -   ,,
London,"Japanese, Sushi", 3.50 , 609.00 ,,
London,"Japanese, Sushi", 3.50 , 609.00 ,,
Jaipur,"Modern Indian, Asian", 3.20 , 17.00 ,,
New Delhi,"Continental, American, North Indian", 3.00 , 126.00 ,,
Pensacola,"Caribbean, Seafood, Steak", 3.00 , 4.00 ,,
Varanasi,Cafe, 3.00 , 14.00 ,,
Indore,"North Indian, Chinese", 3.50 , 282.00 ,,
Indore,"North Indian, Chinese", 3.50 , 282.00 ,,
New Delhi,"American, Italian, Cafe", -   , -   ,,
Amritsar,Fast Food, -   , -   ,,
Albany,"Seafood, Tapas, Bar Food", -   , -   ,,
Guwahati,"Continental, Juices, Cafe, Desserts, Salad, Italian", -   , -   ,,
Surat,"North Indian, Chinese, Thai, Mexican, Italian", -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
Rio de Janeiro,"Bar Food, Brazilian", -   , 3.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
New Delhi,Desserts, -   , 1.00 ,,
Columbus,American, 2.70 ," 2,460.00 ",,
Columbus,American, 2.70 ," 2,460.00 ",,
Dehradun,"North Indian, Mughlai", 3.20 , 563.00 ,,
Gurgaon,"Chinese, Japanese, Thai, Asian", 4.70 , 52.00 ,,
Birmingham,Italian, 4.90 ," 2,620.00 ",,
Birmingham,Italian, 4.90 ," 2,620.00 ",,
New Delhi,"Cafe, Italian, Chinese, Continental", 3.60 , 485.00 ,,
Sí£o Paulo,"Brazilian, North Eastern", 3.70 , 706.00 ,,
Tampa Bay,Breakfast, 3.60 , 361.00 ,,
Bhopal,North Indian, 3.70 , 873.00 ,,
Ghaziabad,South Indian, 3.70 , 673.00 ,,
New Delhi,"Cafe, Fast Food, Bakery", 3.70 , 834.00 ,,
Savannah,"Coffee and Tea, Desserts", 3.60 , 877.00 ,,
Columbus,"American, Tapas", 3.90 ," 3,206.00 ",,
Doha,Pakistani, 3.90 ," 2,003.00 ",,
Johannesburg,"Burger, Finger Food, Pizza", 3.90 , 496.00 ,,
Ahmedabad,Continental, 3.90 , 841.00 ,,
Hyderabad,"Italian, Continental, Chinese", 3.90 ," 1,379.00 ",,
Gurgaon,"Pizza, Fast Food", 3.70 , 626.00 ,,
Gurgaon,"Pizza, Fast Food", 3.70 , 626.00 ,,
Gurgaon,"Pizza, Fast Food", 3.70 , 626.00 ,,
Gurgaon,"Pizza, Fast Food", 3.70 , 626.00 ,,
Pocatello,"Burger, Pizza, Sandwich", 3.70 , 41.00 ,,
Gurgaon,"Healthy Food, North Indian, Continental", 3.70 , 277.00 ,,
New Delhi,"Cafe, North Indian, Fast Food", 3.60 , 391.00 ,,
New Delhi,"Cafe, North Indian, Fast Food", 3.60 , 391.00 ,,
New Delhi,"North Indian, Chinese, Mexican, Italian, Thai, Lebanese", 3.50 , 95.00 ,,
Chandigarh,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian", 3.90 , 66.00 ,,
Gurgaon,"American, Italian, Chinese", 3.90 , 310.00 ,,
New Delhi,"Street Food, Desserts", 3.70 ," 3,010.00 ",,
New Delhi,"Street Food, Desserts", 3.70 ," 3,010.00 ",,
Noida,"Continental, Mexican, Italian", 3.80 , 367.00 ,,
Colombo,Fast Food, 3.80 ," 1,158.00 ",,
New Delhi,"South Indian, Chettinad, North Indian, Chinese", 3.80 ," 2,689.00 ",,
Noida,"Italian, Continental, American", 3.70 , 140.00 ,,
Ankara,World Cuisine, 3.60 , 61.00 ,,
Pocatello,New American, 3.50 , 422.00 ,,
Noida,"Mexican, Italian, Fast Food", 3.60 ," 1,134.00 ",,
Gurgaon,"North Indian, Chinese, Italian", 3.50 ," 1,863.00 ",,
Gurgaon,"North Indian, Chinese, Italian", 3.50 ," 1,863.00 ",,
Gurgaon,"North Indian, Chinese, Italian", 3.50 ," 1,863.00 ",,
Gurgaon,"North Indian, Chinese, Italian", 3.50 ," 1,863.00 ",,
Gurgaon,"Cafe, Pizza, Burger", 3.50 , 92.00 ,,
Gurgaon,"Continental, Fast Food", 3.70 ," 1,801.00 ",,
Des Moines,Latin American, 3.90 ," 1,020.00 ",,
New Delhi,"Continental, Kerala", 3.80 , 645.00 ,,
London,British, 3.90 , 143.00 ,,
New Delhi,"Ice Cream, Desserts, Fast Food", 3.90 ," 1,545.00 ",,
New Delhi,"Cafe, Italian, Chinese, North Indian", 3.50 , 63.00 ,,
New Delhi,"Cafe, Italian, Chinese, North Indian", 3.50 , 63.00 ,,
New Delhi,"Seafood, Chinese, Japanese, Sushi, Thai", 3.90 ," 3,413.00 ",,
New Delhi,European, 3.90 ," 1,087.00 ",,
New Delhi,European, 3.90 ," 1,087.00 ",,
New Delhi,European, 3.90 ," 1,087.00 ",,
Valdosta,"Japanese, Sushi", -   , 2.00 ,,
Faridabad,"Chinese, North Indian, Fast Food", 4.40 , 840.00 ,,
London,"Indian, Street Food", 4.00 ," 2,333.00 ",,
Noida,"Tibetan, Street Food", 4.10 ," 1,821.00 ",,
New Delhi,"Continental, Kashmiri, Italian, North Indian, Moroccan", 4.00 , 510.00 ,,
Coimbatore,"Continental, Chinese, Thai, Malaysian, North Indian", 4.20 , 961.00 ,,
Pensacola,"Burger, Sandwich, Seafood", 4.10 , 799.00 ,,
New Delhi,"North Indian, Chinese, Mughlai, Italian", 4.00 , 412.00 ,,
Noida,"Continental, Mexican, Mediterranean", 4.00 , 312.00 ,,
Nashik,North Indian, 4.00 , 361.00 ,,
Nashik,North Indian, 4.00 , 361.00 ,,
Nashik,North Indian, 4.00 , 361.00 ,,
Nashik,North Indian, 4.00 , 361.00 ,,
Nashik,North Indian, 4.00 , 361.00 ,,
Augusta,German, 4.10 , 400.00 ,,
Dalton,"American, Burger", 4.30 ," 5,172.00 ",,
Auckland,"Cafe, European", 4.10 , 467.00 ,,
Gurgaon,"Cafe, Bakery, Desserts", 4.10 , 90.00 ,,
Gurgaon,"Cafe, Bakery, Desserts", 4.10 , 90.00 ,,
New Delhi,"Street Food, Mughlai", 4.00 ," 2,252.00 ",,
Sí£o Paulo,"Sushi, Japanese", 4.10 ," 1,838.00 ",,
Puducherry,"Chinese, Thai, Malaysian, Vietnamese, Korean, Indonesian, Asian", 4.00 ," 1,758.00 ",,
Indore,"Greek, Lebanese", 4.30 ," 1,457.00 ",,
Hyderabad,"North Indian, Chinese", 4.30 ," 3,591.00 ",,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Lucknowi, -   , -   ,,
Noida,Lucknowi, -   , -   ,,
Macon,"Pizza, Sandwich, Vegetarian", -   , -   ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food", -   , -   ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food", -   , -   ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food", -   , -   ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food", -   , -   ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food", -   , -   ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food", -   , -   ,,
New Delhi,"North Indian, South Indian, Chinese, Fast Food", -   , -   ,,
Kochi,"Continental, Cafe, Desserts, Bakery", -   , -   ,,
Des Moines,Chinese, -   , 3.00 ,,
Faridabad,"Bakery, Desserts", -   , 1.00 ,,
Faridabad,"Bakery, Desserts", -   , 1.00 ,,
Faridabad,"Bakery, Desserts", -   , 1.00 ,,
Faridabad,"Bakery, Desserts", -   , 1.00 ,,
Faridabad,"Bakery, Desserts", -   , 1.00 ,,
New Delhi,"Continental, Chinese, North Indian", -   , -   ,,
New Delhi,"Continental, Chinese, North Indian", -   , -   ,,
New Delhi,"Continental, Chinese, North Indian", -   , -   ,,
New Delhi,"Continental, Chinese, North Indian", -   , -   ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Noida,Fast Food, 4.10 , 492.00 ,,
Davenport,"Japanese, Sushi", 3.40 , 13.00 ,,
New Delhi,"Continental, Italian, North Indian, Lebanese", 3.30 , 33.00 ,,
New Delhi,"Biryani, Hyderabadi", 3.40 , 104.00 ,,
New Delhi,"Biryani, Hyderabadi", 3.40 , 104.00 ,,
Cape Town,"Burger, American, Grill", 3.20 , 13.00 ,,
New Delhi,"Fast Food, North Indian, South Indian, Chinese", 2.70 , 8.00 ,,
Pensacola,"Burger, Bar Food", 3.40 , 35.00 ,,
New Delhi,"Cafe, Continental", 3.40 , 16.00 ,,
New Delhi,"Cafe, Continental", 3.40 , 16.00 ,,
New Delhi,"Cafe, Continental", 3.40 , 16.00 ,,
New Delhi,"Cafe, Continental", 3.40 , 16.00 ,,
Ankara,"Kebab, Desserts, Turkish Pizza", 2.90 , 7.00 ,,
New Delhi,"Continental, North Indian, Chinese, Italian, Finger Food", 2.90 , 102.00 ,,
Gainesville,"Chinese, Japanese, Thai", 3.20 , 22.00 ,,
Jaipur,"Cafe, Mexican, Italian, Continental", 3.10 , 9.00 ,,
Noida,"Kashmiri, Chinese", 3.10 , 128.00 ,,
Pocatello,"Asian, Sushi, Vegetarian", 3.00 , 496.00 ,,
Kochi,Cafe, 3.20 , 8.00 ,,
New Delhi,"Cafe, Italian, Continental", 3.30 , 19.00 ,,
New Delhi,"Cafe, Italian, Continental", 3.30 , 19.00 ,,
New Delhi,"Cafe, Italian, Continental", 3.30 , 19.00 ,,
Dubai,"Indian, North Indian", 3.30 , 25.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Gurgaon,"North Indian, Mughlai, Chinese", 2.60 , 56.00 ,,
Albany,"Chinese, Seafood, Vegetarian", 3.70 , 601.00 ,,
Bhubaneshwar,"North Indian, Chinese, Continental", 3.80 , 354.00 ,,
New Delhi,"Ice Cream, Beverages, Fast Food", 3.80 , 306.00 ,,
Noida,"Awadhi, North Indian", 3.70 , 304.00 ,,
Gurgaon,"Mexican, Italian, North Indian, Chinese", 3.80 , 238.00 ,,
Faridabad,Desserts, -   , 2.00 ,,
Faridabad,Desserts, -   , 2.00 ,,
Macon,Steak, -   , 2.00 ,,
New Delhi,"Biryani, Chinese, North Indian", -   , -   ,,
Gurgaon,"North Indian, Mughlai, South Indian, Rajasthani, Street Food", -   , -   ,,
Sharjah,"Indian, North Indian, South Indian, Chinese", -   , -   ,,
New Delhi,"Cafe, Continental, Italian, Chinese, North Indian", 2.40 , 35.00 ,,
Pune,"Continental, North Indian, Mughlai, Burmese", 4.10 , 711.00 ,,
New Delhi,"Beverages, Street Food", 4.40 , 50.00 ,,
Noida,"North Indian, South Indian", 4.10 , 561.00 ,,
Noida,"North Indian, South Indian", 4.10 , 561.00 ,,
